tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,jumlah_promosi,day_after,day,month,year
1964,2,1,126507112,0,1,40,77969,380825,86678,74906,5,4,4,0,6,567,19,7,2013
1980,3,1,70979000,1,0,59,0,60690,28322,0,3,1,4,0,0,706,6,12,2013
1977,2,1,78434108,1,0,12,0,53165,4088,5840,1,3,2,0,5,559,13,7,2013
1969,3,0,126376734,0,0,73,45979,869571,131584,124354,0,2,8,0,4,560,14,7,2013
1983,1,1,119453672,0,1,28,59390,210928,188402,145441,1,11,7,0,3,565,18,7,2013
1953,3,0,139098190,1,1,10,37152,250053,67538,19617,4,7,2,0,0,567,19,7,2013
1987,2,0,64040000,1,0,7,12138,34391,6069,0,2,2,2,0,0,362,27,12,2012
1980,1,1,119907673,0,1,25,61059,221993,191638,144781,0,10,8,0,3,566,18,7,2013
1982,2,1,33039256,0,0,32,3577,11790,13500,6771,0,0,1,0,3,560,15,7,2013
1980,3,1,138345867,0,0,69,210742,616477,40393,282984,0,7,4,0,4,565,17,7,2013
1973,2,0,148407734,0,0,47,22766,1445811,72658,63745,2,5,9,0,2,560,13,7,2013
1978,3,0,148036476,0,0,46,38129,1725669,80756,100019,1,4,9,0,2,560,12,7,2013
1957,3,1,9967649,0,1,34,905,17514,6494,10807,2,12,0,0,2,561,14,7,2013
1979,2,2,81850482,1,1,29,122,11400,5700,368,2,2,1,0,2,560,16,7,2013
1965,2,1,40338927,1,0,40,6581,46626,13210,7336,3,3,0,0,3,567,18,7,2013
1980,1,2,57809943,2,0,50,14819,22488,19515,25381,1,0,1,0,0,560,11,7,2013
1966,3,3,172219051,0,0,42,182164,785603,235985,184756,0,4,6,0,6,560,13,7,2013
1975,2,2,78383475,1,0,54,20961,31228,721,32235,1,2,2,0,3,560,15,7,2013
1967,2,1,138202129,0,1,97,28331,103177,40726,24028,4,6,6,0,4,560,13,7,2013
1977,2,2,44451871,1,0,6,17620,27055,12045,2949,2,1,3,0,2,558,13,7,2013
1966,2,1,115796781,0,1,29,3116,45599,389,3266,3,6,7,0,5,567,18,7,2013
1962,0,2,59068000,0,0,76,18207,20230,0,30345,3,2,4,0,0,894,12,6,2014
1963,2,2,132364000,1,1,71,16184,182070,6069,28322,2,7,6,0,0,478,22,4,2013
1975,3,2,172897000,1,0,57,117334,564417,97104,0,0,7,10,0,5,276,2,10,2012
1955,3,0,96498001,0,1,28,12803,347760,44856,66038,5,10,6,0,3,567,19,7,2013
1975,2,0,75793000,1,1,46,2023,38437,0,0,2,4,4,1,0,701,1,12,2013
1969,2,0,131732754,0,0,49,29932,538378,27622,39397,4,1,9,0,5,560,14,7,2013
1954,4,4,72795000,1,1,6,4046,16184,8092,12138,2,0,3,0,0,908,26,6,2014
1957,2,0,152401838,0,0,6,146130,343885,95462,73171,2,9,2,0,4,568,19,7,2013
1990,0,0,79764739,0,0,44,40274,376412,526451,136572,2,6,5,0,0,561,15,7,2013
1945,2,1,163079845,0,0,63,177393,1644699,341887,107219,3,3,10,0,0,602,24,8,2013
1955,2,1,110516961,0,0,61,42079,255275,31132,2049,5,9,8,0,4,561,15,7,2013
1954,2,2,145938000,0,1,51,248829,560371,97104,246806,3,5,11,0,0,452,27,3,2013
1962,1,1,139668509,0,0,63,193909,441155,221267,262302,0,7,5,0,4,566,17,7,2013
1974,1,1,55282661,1,0,38,6069,13402,35908,0,2,0,1,0,3,560,16,7,2013
1967,1,1,66119777,0,0,23,202316,189466,219854,26370,3,3,5,0,2,567,19,7,2013
1977,2,2,72778806,1,1,78,19307,41027,29812,8482,0,4,3,0,0,565,18,7,2013
1971,0,1,19902071,1,0,5,33037,22650,11939,33633,1,1,4,0,6,560,14,7,2013
1983,4,2,182841275,0,0,30,83648,413530,115027,88352,0,8,11,0,3,568,18,7,2013
1964,4,2,178766000,0,0,98,208369,1628515,40460,129472,0,6,8,0,5,692,22,11,2013
1966,2,2,153481000,0,0,24,307496,1167271,194208,101150,3,4,7,0,0,888,6,6,2014
1960,2,0,67925741,0,1,48,4628,42759,19831,9195,2,0,2,0,1,560,16,7,2013
1968,3,2,78123000,0,1,90,34391,62713,34391,30345,4,5,6,0,0,451,26,3,2013
1977,2,2,172046172,0,0,66,74057,1578492,103681,214636,1,5,8,0,3,558,11,7,2013
1965,2,2,152432745,0,1,41,123116,343164,228610,26012,1,10,9,0,4,561,14,7,2013
1980,2,1,118224028,0,0,13,56346,147083,103746,13381,0,0,6,0,0,560,14,7,2013
1973,3,0,79407023,1,0,5,2007,103700,11752,16215,1,3,0,0,5,560,13,7,2013
1969,2,1,94362575,0,1,17,2386,44869,509,0,4,4,5,0,5,562,17,7,2013
1947,4,2,160921834,0,0,84,48552,1571871,287266,0,0,9,8,0,0,412,15,2,2013
1973,3,0,78905135,0,0,2,8725,34900,9667,12509,2,3,0,0,5,560,14,7,2013
1985,2,1,156697513,0,0,43,11478,651173,22191,61426,0,0,8,0,3,560,12,7,2013
1950,3,2,134235565,0,1,15,6210,90793,23051,1035,3,7,7,0,4,565,17,7,2013
1958,2,2,118204474,0,0,56,40071,251006,84814,66010,1,10,5,0,3,561,15,7,2013
1954,2,0,82437488,0,0,9,5589,120240,7889,4071,4,6,7,0,6,563,17,7,2013
1965,2,2,78433162,1,1,52,2215,10069,3853,5537,1,2,2,0,3,567,19,7,2013
1980,2,1,146739000,0,0,27,220507,845614,289289,202300,0,2,4,0,0,568,18,7,2013
1976,4,1,142191326,0,0,15,63799,1174149,105943,128745,1,5,7,0,2,561,17,7,2013
1994,1,0,178772907,0,0,74,157865,1211343,128707,212843,2,5,10,0,3,561,15,7,2013
1966,3,1,123392715,0,1,20,62185,543745,79750,76634,9,8,8,0,6,568,21,7,2013
1954,3,1,78770569,0,1,60,1871,14767,455,0,0,2,0,0,3,561,15,7,2013
1975,2,2,84079903,1,0,72,2583,14908,1836,2537,0,0,2,0,1,561,16,7,2013
1954,2,1,146682276,0,0,4,94652,435657,51165,14848,0,9,8,0,4,565,17,7,2013
1957,1,2,166719220,0,0,35,103526,1699084,409371,278681,0,8,11,0,4,561,16,7,2013
1959,2,0,166101000,1,1,45,271082,811223,204323,42483,5,10,13,1,1,372,6,1,2013
1972,2,2,86094046,0,0,78,8509,154313,7696,12055,5,7,4,0,6,565,17,7,2013
1951,2,0,163226000,0,0,68,34391,1432284,80920,99127,0,8,10,0,1,521,4,6,2013
1980,0,0,32391000,1,1,41,18207,14161,24276,14161,2,1,4,0,0,444,19,3,2013
1982,1,2,125509626,0,2,36,32060,352427,66388,93422,0,1,5,0,0,561,15,7,2013
1956,2,2,76774000,0,1,92,0,16184,14161,0,1,0,4,0,1,783,21,2,2014
1969,3,1,143056648,0,0,16,140826,1496531,147254,244456,0,3,9,0,2,568,19,7,2013
1975,2,1,78675624,0,0,4,8073,32295,13248,18369,1,3,0,0,5,560,13,7,2013
1961,3,0,151009319,1,1,48,167249,544945,93769,42848,1,6,12,0,0,561,16,7,2013
1975,3,1,165791184,0,0,35,69871,801369,191513,44780,2,1,11,0,5,560,11,7,2013
1964,2,3,170188431,0,0,71,102575,1844557,128866,206140,0,3,4,0,3,562,16,7,2013
1947,2,1,146035719,0,0,4,51522,519132,66856,22380,0,11,7,0,4,561,14,7,2013
1953,2,2,73221000,0,1,0,6069,89012,2023,4046,4,4,2,0,1,845,24,4,2014
1988,2,0,39955102,0,0,1,14957,22582,17666,3432,1,0,1,0,3,565,17,7,2013
1962,2,2,141869834,0,0,20,270397,434611,110111,32317,3,8,13,0,1,568,20,7,2013
1964,2,0,152612687,0,0,13,115625,342620,178138,38413,1,10,6,0,4,561,15,7,2013
1974,2,3,50690000,1,0,54,2023,14161,0,14161,3,2,1,0,1,289,15,10,2012
1983,2,2,77035000,1,0,29,22253,125426,38437,0,1,2,6,0,0,409,12,2,2013
1982,2,0,37466120,0,0,8,6738,11829,9859,676,0,0,2,0,3,564,17,7,2013
1960,2,1,27233181,1,1,90,5589,12777,8251,4365,0,2,3,0,2,560,14,7,2013
1957,2,2,151910967,0,1,65,157282,336870,170167,60178,3,10,7,0,4,567,20,7,2013
1989,2,1,184496026,0,0,93,305283,1231065,208098,204732,1,3,6,0,3,560,14,7,2013
1955,2,0,99065808,1,1,95,23600,101806,31950,20999,5,3,5,0,1,561,13,7,2013
1976,2,0,55927797,1,0,52,4288,63763,26703,10967,2,0,5,0,2,560,15,7,2013
1967,2,2,85985198,0,1,79,10182,36819,8362,12543,2,1,3,0,1,567,18,7,2013
1981,0,1,27158120,0,0,40,9809,21974,24710,23760,0,0,2,0,2,560,13,7,2013
1952,2,1,172870860,0,0,19,106467,865323,164061,278366,1,2,11,0,6,560,16,7,2013
1962,1,1,118235000,0,1,30,72828,157794,123403,107219,2,10,6,0,0,688,18,11,2013
1968,3,1,116744949,0,1,63,2385,82481,0,3320,2,2,10,0,3,561,15,7,2013
1958,3,1,160592694,0,0,52,51824,870960,84017,56057,1,2,7,0,2,560,15,7,2013
1982,3,0,75979719,1,0,21,2847,172935,24202,0,3,6,5,0,5,561,17,7,2013
1950,4,3,98891000,0,2,8,22253,200277,66759,42483,5,5,6,0,5,305,31,10,2012
1969,3,1,133230000,0,1,77,56644,301427,56644,18207,0,3,10,0,0,707,7,12,2013
1963,2,1,180220249,0,0,40,208607,1565931,152414,101804,2,6,7,0,6,561,15,7,2013
1942,3,4,101865000,0,0,78,254898,989247,337841,252875,0,4,12,0,3,669,30,10,2013
1972,4,0,69191000,1,1,30,0,26299,12138,2023,3,0,0,0,5,873,22,5,2014
1970,2,2,120617502,0,1,97,20316,228111,34161,9971,2,5,8,0,1,561,14,7,2013
1961,3,2,114231000,0,1,40,10115,283220,0,2023,7,3,7,0,0,426,1,3,2013
1952,3,2,138136580,0,1,67,21946,116690,1112,3559,3,9,3,0,3,561,15,7,2013
1977,1,1,45959126,1,0,18,13448,26173,33505,3390,2,0,1,0,2,560,14,7,2013
1961,2,2,109941036,0,0,10,39812,255021,54041,13248,5,6,5,0,4,567,19,7,2013
1966,1,2,138914147,0,0,66,128336,304058,129537,164810,2,7,6,0,4,568,19,7,2013
1956,2,1,109345748,0,1,64,29288,233520,20638,0,6,9,7,0,4,562,15,7,2013
1960,2,0,171688806,0,0,55,84618,582729,110524,314299,2,6,11,0,6,563,18,7,2013
1963,2,1,109718896,0,1,12,17599,245398,11999,34668,6,5,7,0,0,563,15,7,2013
1959,4,1,83492606,1,1,18,8122,33484,1026,0,4,2,1,0,5,565,17,7,2013
1989,4,0,82423000,0,0,20,137106,546210,173978,119357,2,2,10,0,6,378,12,1,2013
1957,1,1,170553920,0,0,59,74562,966855,206053,59534,1,7,6,0,1,562,14,7,2013
1984,2,2,167010983,0,0,29,223259,1418531,59071,346257,1,3,7,0,5,560,14,7,2013
1985,0,0,49473000,1,0,19,12138,2023,8092,22253,0,0,1,0,1,751,20,1,2014
1980,1,1,29784177,1,0,28,4309,27061,7828,34000,1,2,4,0,6,562,18,7,2013
1948,3,3,161153986,0,0,40,38751,1178885,336061,48866,4,3,10,0,2,565,17,7,2013
1961,2,1,153959336,0,0,37,97044,623841,79635,76957,2,7,7,0,4,561,16,7,2013
1958,2,1,112328797,0,1,5,11174,60043,4789,853,3,5,8,0,5,565,18,7,2013
1979,2,0,186572678,0,0,76,168349,1828611,67139,73445,1,4,9,0,5,558,10,7,2013
1973,4,2,66052485,1,0,65,0,12138,0,4046,0,1,3,0,0,628,19,9,2013
1969,2,0,107066735,0,1,58,7994,109582,9703,6064,0,3,1,0,3,561,15,7,2013
1929,4,0,103966386,0,0,100,7252,190,2958,1774,0,2,3,0,0,561,15,7,2013
1961,4,0,146841000,0,0,75,101150,801108,30345,62814,1,4,10,0,1,688,18,11,2013
1967,2,0,94453399,0,1,21,8313,50796,8807,0,4,4,4,0,5,561,16,7,2013
1972,2,2,152496968,0,1,35,77377,410927,232135,31106,0,8,10,0,4,560,15,7,2013
1961,2,0,166212975,0,0,87,144551,1862833,88638,160069,0,5,10,0,4,561,16,7,2013
1953,3,1,85027132,1,1,32,0,71056,7415,8092,4,2,2,0,0,562,15,7,2013
1957,3,2,106777000,0,1,90,4046,155771,20230,12750,8,8,11,0,0,314,9,11,2012
1975,4,2,57361000,1,0,27,4046,6069,0,7252,4,1,2,0,0,561,15,7,2013
1970,0,1,18803000,1,0,6,36414,22253,12138,36414,2,1,4,0,6,279,5,10,2012
1963,2,0,36136000,1,1,98,4046,4046,18207,8092,3,5,5,0,0,519,2,6,2013
1971,4,2,90630000,1,1,60,4046,89012,20230,16184,9,4,6,0,0,598,20,8,2013
1945,3,1,164271483,0,0,69,196879,1506851,11708,85072,0,1,7,0,4,561,16,7,2013
1977,4,2,154446000,0,0,8,72828,1039822,396508,186116,2,3,5,0,3,376,10,1,2013
1974,2,1,53774030,1,0,42,593,15946,949,712,3,0,2,0,1,560,16,7,2013
1957,2,2,30289000,0,0,17,0,2023,12138,2023,0,0,0,0,1,616,7,9,2013
1961,2,0,152552338,0,0,10,132551,341139,151764,49081,2,10,4,0,4,562,17,7,2013
1973,1,2,46945453,1,0,72,13652,40946,21755,1017,2,2,4,0,2,558,12,7,2013
1981,2,0,122050660,0,1,9,171024,720310,146100,73725,3,4,13,0,0,568,19,7,2013
1953,3,1,137418443,0,1,101,14931,93284,12283,12898,2,4,4,0,4,559,11,7,2013
1965,4,2,168932304,0,0,86,152939,783774,241951,2973,2,2,9,0,5,558,10,7,2013
1978,2,0,53408667,1,0,35,11321,21436,12138,26086,1,2,4,0,3,560,15,7,2013
1947,3,1,128623427,0,0,68,35501,335345,113331,5017,0,2,5,0,0,560,15,7,2013
1983,2,2,149633404,1,0,73,144684,791841,86128,170371,1,8,8,0,4,561,14,7,2013
1962,2,1,71094000,0,1,47,4046,48552,4046,0,2,2,2,0,0,505,19,5,2013
1967,2,3,163736217,0,0,16,329122,1183684,297156,310317,0,3,4,0,0,568,20,7,2013
1975,0,0,49925171,0,0,45,16363,10473,7387,14506,0,0,2,0,1,559,13,7,2013
1979,2,0,85099045,1,0,47,19550,116716,9878,30360,3,4,5,0,5,560,13,7,2013
1954,2,2,136638332,0,1,87,191691,410112,118095,154160,3,11,5,0,3,567,18,7,2013
1956,2,2,108444000,0,1,97,20230,206346,16184,0,5,12,6,0,5,333,28,11,2012
1988,4,2,100257000,0,0,62,7702,107219,6069,0,3,7,8,0,5,278,4,10,2012
1967,2,3,138370404,0,0,74,284,205014,89529,29500,5,3,11,0,5,567,18,7,2013
1972,2,1,117624238,1,1,67,57212,237349,24037,21812,7,6,5,0,4,561,15,7,2013
1968,2,1,31266870,1,0,81,4851,26950,3960,9137,2,2,4,0,2,560,15,7,2013
1961,3,1,109711493,0,1,30,72599,345300,160628,112938,3,6,9,0,1,568,18,7,2013
1967,2,2,83114000,1,1,38,0,0,10115,10115,3,2,5,0,0,805,15,3,2014
1965,2,0,140609000,0,1,10,10115,66759,32368,12138,0,9,5,0,4,792,2,3,2014
1981,2,0,69438035,1,0,65,9867,205051,32361,11883,3,4,4,0,0,560,15,7,2013
1977,2,0,122006000,0,1,9,134024,598808,167909,109242,3,6,12,0,0,456,31,3,2013
1983,1,2,45706000,0,0,85,8106,6069,12138,0,1,5,4,0,0,778,16,2,2014
1957,1,1,152522809,0,1,46,212379,511174,52360,211925,2,2,10,0,1,568,17,7,2013
1977,1,1,122109833,0,0,18,52568,731719,176463,9434,3,4,2,0,0,562,17,7,2013
1961,3,1,165575545,0,0,39,84738,1125371,89202,80072,1,5,8,0,6,562,15,7,2013
1974,3,1,111042235,1,1,49,9771,76606,14313,4771,4,3,4,0,2,560,14,7,2013
1966,4,2,61406000,1,1,32,2023,12138,0,6069,0,4,1,0,0,885,3,6,2014
1984,0,0,28741000,0,0,89,14161,36712,18207,34391,1,3,3,0,1,355,20,12,2012
1961,3,3,105170655,1,1,63,47927,198202,57828,39174,9,4,8,0,1,567,17,7,2013
1954,2,2,132249000,0,1,3,76874,657475,93058,20230,5,5,12,0,0,698,28,11,2013
1970,3,2,71673000,0,1,44,2023,16184,5687,10115,1,0,3,0,0,679,9,11,2013
1965,3,1,159122837,0,0,30,105210,633074,126626,24852,0,8,7,0,1,561,16,7,2013
1983,2,1,123000000,0,0,19,307496,663544,396508,117334,0,13,10,0,4,403,6,2,2013
1960,2,0,152304096,0,0,17,124529,380440,110001,75248,2,9,3,0,4,567,18,7,2013
1953,3,0,108891713,1,1,16,1177,75544,1412,588,9,7,7,0,4,563,14,7,2013
1974,1,1,65252242,0,0,61,12366,29495,5025,19772,1,0,3,0,2,559,13,7,2013
1958,2,1,105932479,0,1,84,170783,358007,7834,101188,3,2,7,0,0,563,16,7,2013
1976,2,1,134384228,0,1,21,10193,418607,25409,30184,3,5,9,0,6,561,15,7,2013
1966,2,2,136194136,1,0,20,113593,466409,17281,97917,3,5,6,0,6,568,19,7,2013
1977,3,0,131610436,0,0,46,144491,244188,121053,87042,3,5,7,0,1,568,19,7,2013
1957,2,2,151705113,0,1,74,151744,365060,145431,77397,3,9,6,0,4,568,21,7,2013
1969,0,1,45779643,0,0,43,44506,14161,24276,8092,2,4,0,0,1,382,16,1,2013
1964,2,0,99321050,1,1,41,9614,105240,2000,17206,5,6,2,0,1,561,14,7,2013
1966,2,0,79437337,1,0,45,11131,113344,9108,3036,1,6,1,0,3,565,16,7,2013
1994,4,0,72056476,1,0,71,889,30182,19015,9727,3,5,1,0,0,562,15,7,2013
1986,3,2,162077000,0,0,19,220507,799085,356048,141610,3,4,9,0,0,669,30,10,2013
1957,2,1,77838452,0,0,46,22074,94702,48284,47618,4,0,3,0,5,560,15,7,2013
1952,3,3,134811723,0,0,9,15934,348698,33145,25889,3,4,9,0,4,561,16,7,2013
1981,2,0,123094000,1,2,46,4046,10115,14161,4046,0,3,5,0,0,559,14,7,2013
1985,2,2,107914817,1,0,0,13795,2267,0,3659,0,1,1,0,0,560,16,7,2013
1968,3,1,64041897,2,1,101,0,18207,0,6069,4,1,3,0,0,493,7,5,2013
1969,3,3,150190539,0,0,24,277151,1205708,74851,22253,2,6,6,0,6,506,20,5,2013
1983,2,1,56246000,1,0,69,10115,32368,12138,0,4,3,4,0,0,445,20,3,2013
1952,2,4,144073000,0,0,82,91035,1333157,218484,22253,4,4,8,0,1,406,9,2,2013
1960,2,1,150926403,0,0,12,187279,1292516,228730,196854,0,7,6,0,6,568,19,7,2013
1956,2,0,190016217,0,0,52,52061,1567234,116091,84522,0,3,6,0,2,561,15,7,2013
1952,1,1,124781457,0,1,27,106145,252832,78181,5740,4,5,6,0,1,567,17,7,2013
1977,3,0,84674087,0,0,23,116234,405827,127540,96490,1,2,10,0,6,560,15,7,2013
1964,4,1,133057701,0,0,6,141218,795816,49460,44337,3,8,6,0,6,568,18,7,2013
1958,3,1,163317442,0,0,82,159098,952950,134480,99140,2,5,9,0,4,566,18,7,2013
1995,2,1,157748000,0,0,4,52598,572509,105196,62713,0,5,11,0,1,777,15,2,2014
1979,1,1,192154010,0,0,8,47599,353669,126497,183735,0,7,7,0,2,561,15,7,2013
1983,2,2,140662000,0,0,15,44506,922488,238810,58667,2,3,8,0,5,314,9,11,2012
1965,3,1,98820696,0,0,70,12647,250215,15365,16755,3,5,9,0,1,568,17,7,2013
1969,1,2,128764111,0,0,91,50000,141732,65433,51747,4,7,6,0,4,565,16,7,2013
1950,3,1,96548994,0,0,10,17613,453830,96921,93651,4,12,6,0,3,565,16,7,2013
1956,2,0,124573229,0,1,24,133442,415367,189570,153460,5,5,10,0,1,568,20,7,2013
1961,2,0,44215171,0,0,67,2564,279255,56614,178733,1,4,2,0,0,561,15,7,2013
1954,2,0,84529685,1,1,11,894,94696,8284,14353,3,3,3,0,6,561,16,7,2013
1983,3,1,84406905,1,0,58,14140,149405,3555,37905,2,5,6,0,5,560,13,7,2013
1959,2,1,107554639,0,1,49,8251,100708,11566,19012,3,2,5,0,3,561,15,7,2013
1966,1,2,96039000,0,1,98,18207,56644,66759,29083,2,0,4,0,0,565,17,7,2013
1984,2,0,113206000,1,0,43,28322,202300,32368,20230,4,2,9,0,1,867,16,5,2014
1977,3,1,34828000,1,0,7,10115,42483,0,30345,4,6,4,0,6,629,20,9,2013
1967,2,1,131454431,0,0,100,285063,349850,64677,95073,0,7,9,0,2,563,17,7,2013
1974,2,2,155602000,1,0,0,216461,621061,285243,167909,2,0,15,0,0,270,26,9,2012
1954,3,1,105951914,0,1,58,7410,167887,16777,0,7,9,4,0,4,562,15,7,2013
1952,2,2,134682778,0,0,52,47571,213827,18808,25537,2,5,7,0,4,561,15,7,2013
1959,2,1,58215505,0,0,96,24276,26299,6069,0,2,2,5,0,1,597,19,8,2013
1958,2,1,143088225,0,0,67,163588,750268,95350,53477,1,8,5,0,2,568,19,7,2013
1960,2,2,57529823,1,1,91,18470,28936,12401,2066,3,0,5,0,0,559,12,7,2013
1968,2,2,131358742,0,1,88,7716,103239,12480,17081,3,6,4,0,1,567,20,7,2013
1989,2,0,191497364,0,0,37,228198,1864328,174322,245805,1,5,10,0,5,561,14,7,2013
1962,4,3,170435626,0,0,29,62713,925837,117753,151245,1,4,12,0,3,562,15,7,2013
1968,4,1,64980000,1,1,42,0,0,0,0,2,0,4,0,1,874,23,5,2014
1946,2,1,55229396,0,1,66,4300,21248,2277,4555,0,0,3,0,0,560,14,7,2013
1971,2,2,139920322,0,0,63,98814,645215,136550,195371,0,5,9,0,3,561,14,7,2013
1966,2,1,159859000,0,0,89,131495,1921850,453152,378301,3,4,11,0,1,592,14,8,2013
1959,3,1,114825092,0,1,33,44480,154133,36262,75387,2,2,8,0,0,560,13,7,2013
1964,3,1,139633097,0,1,72,124314,273429,94296,110610,2,4,9,0,3,562,16,7,2013
1954,1,1,123575000,0,1,43,28322,301427,30345,0,3,8,7,0,0,651,12,10,2013
1946,4,2,117595499,0,0,71,21349,245377,7027,7559,2,8,4,0,3,560,13,7,2013
1974,2,1,138301020,0,0,9,51899,949782,249137,75107,0,6,7,0,5,561,13,7,2013
1954,2,1,151757347,0,0,68,170749,334333,135152,76335,3,10,5,0,4,567,18,7,2013
1951,2,2,175215000,0,0,20,386393,985201,107219,60690,2,4,7,0,0,382,16,1,2013
1973,2,1,39948519,1,0,35,9073,53167,11744,5990,3,2,0,0,3,567,17,7,2013
1954,3,1,106252666,0,1,59,9349,173703,17660,0,7,9,4,0,4,562,16,7,2013
1983,1,3,70040072,1,0,27,1589,8525,8669,3034,0,0,3,0,2,560,13,7,2013
1982,1,0,55603650,0,0,41,3220,21699,322,6300,2,0,2,0,1,560,13,7,2013
1977,2,1,87120973,1,0,71,15216,339972,50024,30432,4,8,6,0,2,560,12,7,2013
1965,3,1,125771670,0,0,88,23796,486019,69852,66014,0,5,8,0,4,561,14,7,2013
1961,1,2,170828445,0,0,8,46432,507968,88131,92655,0,1,9,0,1,561,14,7,2013
1950,2,2,151008443,0,0,93,159065,1005652,10508,35677,1,13,7,0,2,568,19,7,2013
1971,2,1,151974623,0,0,53,51715,503663,159010,82249,1,7,9,0,4,559,14,7,2013
1974,1,1,76837282,1,0,49,28033,63869,4912,6936,2,2,1,0,0,561,15,7,2013
1967,1,2,86227462,1,1,43,8092,18207,14161,0,3,0,4,0,0,741,10,1,2014
1956,2,1,168430009,0,0,40,249484,1230087,440146,161587,1,4,7,0,1,566,18,7,2013
1958,3,1,124133383,0,1,33,42070,186907,39644,5663,6,4,9,0,5,568,17,7,2013
1965,3,0,140201089,0,0,34,47620,1028239,52183,77344,3,2,4,0,5,568,18,7,2013
1948,3,1,163977979,0,0,72,195533,1408392,37015,88209,0,1,8,0,4,561,15,7,2013
1956,2,2,159175000,0,1,71,125426,368186,260967,20230,1,8,8,0,0,374,8,1,2013
1966,2,1,108027016,0,1,67,14203,198898,19794,10115,1,6,4,0,3,568,19,7,2013
1971,4,1,123744087,0,1,23,70620,653709,98323,73632,10,9,6,0,6,568,20,7,2013
1968,3,1,115061669,0,0,8,66926,246278,10157,53712,2,6,6,0,2,563,14,7,2013
1968,3,1,131757000,0,1,63,50575,378301,443037,143633,2,9,7,0,0,306,1,11,2012
1985,2,0,45278000,1,0,66,0,14161,18207,4046,0,2,3,0,0,356,21,12,2012
1957,2,3,96975000,0,1,7,10115,194208,58667,0,1,10,6,0,1,213,31,7,2012
1986,2,2,108958000,1,0,27,236691,432922,335818,135541,2,2,15,0,0,643,4,10,2013
1983,4,2,182743000,0,0,25,82943,218484,121380,93058,0,8,11,0,3,484,28,4,2013
1985,3,0,84707662,0,0,23,147644,466606,158164,116906,1,2,11,0,6,560,16,7,2013
1965,2,2,137659599,0,0,85,117560,622915,114882,177878,0,8,5,0,3,565,17,7,2013
1950,3,2,78043371,1,1,46,15268,65855,24838,22998,5,0,2,0,5,560,15,7,2013
1979,2,2,29604689,1,0,57,0,6331,16100,12090,1,0,0,0,3,560,12,7,2013
1968,3,1,166143605,0,0,78,71449,629841,134484,42178,2,7,7,0,5,561,15,7,2013
1973,3,0,98962005,0,1,2,9435,109424,1957,13700,5,7,6,0,6,565,14,7,2013
1982,4,2,127736136,0,1,31,15613,22795,43439,37656,1,1,12,0,0,560,13,7,2013
1960,2,2,37311000,0,0,76,0,16184,48552,8170,2,2,2,0,1,365,30,12,2012
1945,3,1,195772773,0,0,69,79230,1442465,131800,47407,0,6,6,0,5,561,15,7,2013
1961,2,1,88657675,1,0,42,0,24002,4593,5194,1,2,5,0,1,560,14,7,2013
1976,3,3,70760000,1,0,75,12138,36414,0,0,2,3,2,0,1,584,6,8,2013
1991,2,0,163925000,0,0,83,143633,659498,297381,190207,0,0,9,0,0,568,21,7,2013
1955,3,1,165595162,0,0,68,54212,1062488,87676,80377,2,6,7,0,6,561,15,7,2013
1958,2,2,134895969,0,1,18,50037,425169,83386,38650,3,6,12,0,1,568,20,7,2013
1972,2,1,81126239,1,0,33,24298,135382,7478,16365,5,6,2,0,5,567,17,7,2013
1958,3,3,157463213,0,0,44,45415,601442,61962,4090,0,5,9,0,3,560,14,7,2013
1983,2,2,57404000,1,0,0,0,26299,14422,12138,1,0,4,0,0,677,7,11,2013
1954,3,0,99540000,1,1,51,0,32368,0,10115,0,0,5,0,0,609,31,8,2013
1989,1,1,165053903,0,0,11,36993,699818,60231,56127,1,3,9,0,5,560,12,7,2013
1994,2,2,67739291,0,0,106,12138,159501,1975,31449,2,2,5,0,0,560,13,7,2013
1944,3,2,95910610,0,0,41,15291,405445,246739,95973,3,9,5,0,3,567,16,7,2013
1959,1,0,166444288,0,0,70,111860,1883211,196370,200983,0,5,12,0,4,561,14,7,2013
1985,1,1,119616000,0,1,20,66759,220507,214438,163863,0,12,8,0,3,634,25,9,2013
1972,3,0,84160155,1,0,24,0,80574,10904,10629,2,3,2,0,6,560,13,7,2013
1959,4,1,128561384,0,0,74,25060,464464,7026,8472,0,10,5,0,5,562,15,7,2013
1974,2,2,164460000,1,0,39,26299,548233,202300,113354,1,4,8,0,2,506,20,5,2013
1965,2,0,64539191,0,0,24,5655,7851,2892,0,0,0,3,0,1,560,15,7,2013
1963,2,2,125204347,0,1,87,1699,58019,0,0,0,7,7,0,4,565,17,7,2013
1959,1,3,156864000,0,0,86,119357,228599,95081,254898,1,5,10,0,1,567,20,7,2013
1978,1,1,164809917,0,0,38,37900,707182,149323,52391,1,3,9,0,5,560,13,7,2013
1977,1,1,68619000,1,1,38,8092,24276,4046,20230,1,3,4,0,0,253,9,9,2012
1949,3,1,136324674,0,1,91,3545,98229,4254,8092,2,4,4,0,4,560,13,7,2013
1961,2,1,166583420,0,0,4,73936,983399,243210,99806,2,4,9,0,0,567,16,7,2013
