tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,tanggal_menjadi_anggota
1977,Sarjana,Rencana Menikah,87120973.0,1.0,0.0,71.0,15216.0,339972.0,50024.0,30432.0,4.0,8.0,6.0,0.0,
1965,Magister,Rencana Menikah,125771670.0,0.0,0.0,88.0,23796.0,486019.0,69852.0,66014.0,0.0,5.0,8.0,0.0,
1961,SMA,Menikah,170828445.0,0.0,,8.0,46432.0,507968.0,88131.0,,0.0,1.0,9.0,0.0,
1950,Sarjana,Menikah,151008443.0,0.0,0.0,93.0,159065.0,1005652.0,10508.0,35677.0,1.0,13.0,7.0,0.0,
1971,Sarjana,Rencana Menikah,151974623.0,0.0,0.0,53.0,51715.0,503663.0,159010.0,82249.0,,7.0,9.0,0.0,
1974,SMA,Rencana Menikah,76837282.0,1.0,0.0,49.0,28033.0,63869.0,4912.0,6936.0,2.0,2.0,1.0,0.0,
1967,SMA,,,1.0,1.0,43.0,8092.0,18207.0,14161.0,0.0,3.0,0.0,4.0,0.0,2014-01-10
1956,Sarjana,Rencana Menikah,168430009.0,0.0,0.0,40.0,249484.0,,440146.0,161587.0,1.0,,7.0,0.0,
1958,Magister,Rencana Menikah,124133383.0,0.0,1.0,33.0,42070.0,186907.0,39644.0,5663.0,6.0,4.0,9.0,0.0,
1965,Magister,,140201089.0,0.0,0.0,34.0,47620.0,1028239.0,52183.0,77344.0,3.0,2.0,4.0,0.0,
1948,Magister,Rencana Menikah,163977979.0,0.0,0.0,72.0,195533.0,1408392.0,37015.0,88209.0,0.0,1.0,8.0,0.0,
1956,Sarjana,Menikah,159175000.0,0.0,1.0,71.0,125426.0,368186.0,260967.0,20230.0,1.0,8.0,8.0,0.0,2013-01-08
1966,Sarjana,Rencana Menikah,108027016.0,0.0,1.0,67.0,14203.0,198898.0,19794.0,10115.0,1.0,6.0,,0.0,
1971,Doktor,,123744087.0,0.0,1.0,23.0,70620.0,653709.0,,73632.0,10.0,9.0,6.0,0.0,
1968,Magister,Rencana Menikah,115061669.0,0.0,0.0,8.0,66926.0,246278.0,10157.0,53712.0,2.0,6.0,6.0,0.0,
1968,Magister,Rencana Menikah,131757000.0,0.0,1.0,63.0,50575.0,378301.0,443037.0,143633.0,2.0,9.0,7.0,0.0,2012-11-01
1985,Sarjana,Sendiri,45278000.0,1.0,0.0,66.0,0.0,14161.0,18207.0,4046.0,0.0,2.0,3.0,0.0,2012-12-21
1957,Sarjana,Cerai,96975000.0,0.0,1.0,7.0,10115.0,194208.0,58667.0,0.0,1.0,10.0,6.0,0.0,2012-07-31
1986,Sarjana,Menikah,108958000.0,1.0,0.0,27.0,236691.0,432922.0,335818.0,135541.0,2.0,2.0,15.0,0.0,2013-10-04
1983,Doktor,Menikah,182743000.0,0.0,0.0,25.0,82943.0,218484.0,121380.0,93058.0,0.0,8.0,11.0,0.0,2013-04-28
1985,Magister,Sendiri,84707662.0,0.0,0.0,23.0,147644.0,,158164.0,116906.0,1.0,2.0,11.0,0.0,
1965,Sarjana,Menikah,137659599.0,0.0,0.0,85.0,117560.0,622915.0,114882.0,177878.0,0.0,8.0,5.0,0.0,
1950,Magister,Menikah,78043371.0,1.0,1.0,46.0,15268.0,65855.0,24838.0,22998.0,5.0,0.0,2.0,0.0,
1979,Sarjana,,29604689.0,1.0,0.0,57.0,0.0,6331.0,16100.0,12090.0,1.0,0.0,0.0,0.0,
1968,Magister,Rencana Menikah,166143605.0,0.0,0.0,78.0,71449.0,629841.0,134484.0,42178.0,2.0,7.0,7.0,0.0,
1973,Magister,Sendiri,98962005.0,0.0,1.0,2.0,,109424.0,1957.0,13700.0,5.0,7.0,6.0,0.0,
1982,Doktor,Menikah,127736136.0,0.0,1.0,31.0,15613.0,22795.0,43439.0,37656.0,1.0,1.0,12.0,0.0,
1960,,Menikah,37311000.0,0.0,0.0,76.0,0.0,16184.0,48552.0,,2.0,2.0,,0.0,2012-12-30
1945,Magister,Rencana Menikah,195772773.0,0.0,0.0,69.0,79230.0,1442465.0,131800.0,47407.0,0.0,6.0,6.0,0.0,
1961,Sarjana,Rencana Menikah,88657675.0,1.0,0.0,42.0,0.0,24002.0,4593.0,5194.0,1.0,2.0,5.0,0.0,
1976,Magister,Cerai,70760000.0,1.0,0.0,75.0,12138.0,36414.0,0.0,0.0,2.0,3.0,2.0,0.0,2013-08-06
1991,Sarjana,Sendiri,163925000.0,0.0,0.0,83.0,143633.0,659498.0,297381.0,,0.0,0.0,9.0,,2013-07-21
1955,Magister,Rencana Menikah,165595162.0,0.0,0.0,68.0,54212.0,1062488.0,87676.0,80377.0,2.0,6.0,7.0,0.0,
1958,Sarjana,Menikah,134895969.0,0.0,1.0,18.0,50037.0,425169.0,83386.0,38650.0,3.0,6.0,12.0,0.0,
1972,Sarjana,Rencana Menikah,81126239.0,1.0,0.0,33.0,24298.0,135382.0,7478.0,16365.0,5.0,6.0,2.0,0.0,
1958,Magister,Cerai,157463213.0,0.0,0.0,44.0,45415.0,601442.0,61962.0,4090.0,0.0,5.0,9.0,0.0,
1983,Sarjana,Menikah,57404000.0,1.0,0.0,0.0,0.0,26299.0,,12138.0,1.0,0.0,4.0,0.0,2013-11-07
1954,Magister,Sendiri,99540000.0,1.0,1.0,51.0,0.0,32368.0,0.0,10115.0,0.0,0.0,5.0,0.0,2013-08-31
1989,SMA,Rencana Menikah,165053903.0,0.0,0.0,11.0,36993.0,699818.0,60231.0,56127.0,1.0,3.0,9.0,0.0,
1994,,Menikah,67739291.0,0.0,0.0,106.0,12138.0,159501.0,1975.0,31449.0,2.0,,5.0,0.0,
1944,Magister,Menikah,95910610.0,0.0,0.0,41.0,15291.0,,246739.0,95973.0,3.0,9.0,5.0,0.0,
1959,SMA,Sendiri,166444288.0,0.0,0.0,70.0,111860.0,1883211.0,196370.0,200983.0,0.0,5.0,12.0,,
1985,SMA,Rencana Menikah,119616000.0,0.0,,20.0,66759.0,220507.0,214438.0,163863.0,0.0,12.0,8.0,0.0,2013-09-25
1972,Magister,Sendiri,84160155.0,1.0,0.0,24.0,0.0,80574.0,10904.0,10629.0,,3.0,2.0,0.0,
1959,Doktor,Rencana Menikah,128561384.0,0.0,0.0,74.0,25060.0,464464.0,7026.0,8472.0,0.0,10.0,5.0,0.0,
1974,,Menikah,164460000.0,1.0,0.0,39.0,26299.0,548233.0,202300.0,,1.0,4.0,8.0,0.0,2013-05-20
1965,Sarjana,Sendiri,64539191.0,0.0,0.0,24.0,5655.0,7851.0,2892.0,0.0,0.0,0.0,3.0,0.0,
1963,,Menikah,125204347.0,0.0,1.0,87.0,1699.0,58019.0,0.0,0.0,0.0,7.0,7.0,0.0,
1959,SMA,Cerai,156864000.0,0.0,0.0,86.0,119357.0,228599.0,95081.0,254898.0,1.0,,10.0,0.0,
1978,SMA,Rencana Menikah,164809917.0,0.0,0.0,38.0,37900.0,707182.0,149323.0,52391.0,1.0,3.0,9.0,0.0,
1977,SMA,Rencana Menikah,68619000.0,1.0,1.0,38.0,8092.0,24276.0,4046.0,20230.0,1.0,3.0,4.0,0.0,2012-09-09
1949,Magister,,136324674.0,0.0,1.0,91.0,3545.0,98229.0,4254.0,8092.0,2.0,4.0,4.0,0.0,
1961,Sarjana,Rencana Menikah,166583420.0,0.0,0.0,4.0,73936.0,983399.0,243210.0,99806.0,2.0,4.0,9.0,0.0,
1950,Magister,Rencana Menikah,199382741.0,0.0,,52.0,65156.0,,170083.0,112713.0,0.0,6.0,7.0,0.0,
1953,Doktor,Sendiri,133116000.0,,1.0,24.0,0.0,145656.0,32368.0,0.0,2.0,13.0,8.0,0.0,2012-08-09
1960,Sarjana,Sendiri,152312992.0,0.0,0.0,16.0,126495.0,377113.0,108677.0,75059.0,2.0,9.0,3.0,0.0,
1974,Sarjana,Menikah,145972000.0,1.0,1.0,92.0,169932.0,517888.0,180047.0,115311.0,5.0,11.0,10.0,0.0,2012-10-06
1986,Doktor,Rencana Menikah,45498000.0,1.0,0.0,76.0,0.0,28322.0,0.0,0.0,1.0,0.0,3.0,0.0,
1973,Sarjana,Menikah,150765488.0,0.0,0.0,85.0,169443.0,665979.0,120069.0,153967.0,2.0,9.0,7.0,0.0,
1973,Doktor,Rencana Menikah,110563000.0,1.0,1.0,42.0,4046.0,,0.0,0.0,4.0,3.0,2.0,0.0,2014-05-09
1971,Doktor,Menikah,130619000.0,0.0,1.0,35.0,36414.0,295358.0,8092.0,16184.0,4.0,6.0,10.0,0.0,2013-12-28
1961,Sarjana,Sendiri,177820132.0,0.0,0.0,84.0,176133.0,833610.0,153883.0,258808.0,0.0,7.0,8.0,0.0,
1966,Magister,,101029942.0,0.0,1.0,32.0,2354.0,139638.0,9400.0,6069.0,6.0,10.0,9.0,0.0,
1978,Doktor,Rencana Menikah,110746000.0,0.0,1.0,39.0,38437.0,279174.0,84966.0,72828.0,5.0,4.0,6.0,0.0,2012-12-25
1947,Magister,Sendiri,108687127.0,0.0,1.0,19.0,28680.0,122531.0,40971.0,7374.0,5.0,8.0,5.0,0.0,
1965,Sarjana,Sendiri,64119000.0,0.0,0.0,53.0,8092.0,101150.0,34391.0,8092.0,1.0,3.0,3.0,0.0,2012-11-11
1975,Sarjana,Rencana Menikah,135321179.0,0.0,1.0,34.0,30166.0,331110.0,19703.0,14016.0,4.0,8.0,10.0,0.0,
1968,SMA,Rencana Menikah,115402757.0,0.0,1.0,26.0,85457.0,321328.0,115037.0,4647.0,7.0,7.0,4.0,,
1964,Sarjana,Sendiri,98760000.0,0.0,1.0,72.0,40460.0,64736.0,50575.0,18207.0,1.0,1.0,7.0,0.0,2013-04-02
1957,Sarjana,Menikah,142154488.0,0.0,0.0,74.0,40271.0,502583.0,45372.0,56975.0,1.0,6.0,11.0,0.0,
1967,Sarjana,Rencana Menikah,100581998.0,0.0,,40.0,10115.0,59198.0,,0.0,0.0,3.0,3.0,0.0,
1955,Magister,Rencana Menikah,75821000.0,0.0,1.0,0.0,24276.0,161840.0,6069.0,14161.0,1.0,2.0,4.0,0.0,2013-05-31
1964,Magister,Menikah,,0.0,0.0,35.0,34487.0,57964.0,47904.0,22734.0,4.0,0.0,2.0,0.0,
1976,Sarjana,Menikah,81241000.0,0.0,,68.0,133518.0,109242.0,26299.0,80920.0,3.0,5.0,5.0,0.0,2012-11-29
1962,Sarjana,Rencana Menikah,157454645.0,0.0,,73.0,55320.0,762400.0,97868.0,48663.0,2.0,4.0,5.0,0.0,
1966,Sarjana,,148105185.0,0.0,0.0,6.0,,273594.0,25092.0,3079.0,1.0,5.0,11.0,0.0,
1990,Sarjana,Sendiri,98802000.0,1.0,0.0,83.0,84966.0,105196.0,206346.0,157794.0,3.0,3.0,7.0,0.0,2012-08-24
1970,Magister,Menikah,70771000.0,1.0,0.0,5.0,8092.0,34391.0,0.0,12138.0,,3.0,2.0,0.0,2013-01-10
1974,Sarjana,Menikah,105355505.0,1.0,1.0,81.0,10523.0,64696.0,38334.0,13618.0,2.0,3.0,,0.0,
1954,Sarjana,Menikah,78198460.0,0.0,1.0,74.0,764.0,19193.0,3774.0,0.0,1.0,2.0,1.0,0.0,
1980,Sarjana,Cerai,143647000.0,0.0,1.0,30.0,18207.0,572509.0,4046.0,24276.0,3.0,5.0,12.0,0.0,2014-02-09
1961,Magister,Sendiri,,0.0,1.0,55.0,121206.0,160027.0,54177.0,,4.0,6.0,8.0,0.0,
1969,Sarjana,Sendiri,105587378.0,0.0,0.0,62.0,11041.0,132440.0,50192.0,19276.0,0.0,1.0,1.0,0.0,
1982,Sarjana,Rencana Menikah,77398639.0,0.0,0.0,13.0,5385.0,95407.0,27695.0,24102.0,2.0,4.0,2.0,0.0,
1954,Sarjana,Menikah,97056536.0,0.0,1.0,60.0,6449.0,246746.0,45226.0,25658.0,3.0,9.0,6.0,0.0,
1950,Sarjana,Rencana Menikah,82287000.0,0.0,1.0,73.0,12138.0,62713.0,76874.0,,7.0,5.0,4.0,0.0,2013-03-16
1951,Sarjana,Cerai,158973000.0,0.0,0.0,81.0,113288.0,914396.0,182070.0,76874.0,2.0,2.0,12.0,0.0,2013-02-23
1957,SMA,Rencana Menikah,98208000.0,1.0,1.0,84.0,8092.0,58667.0,6069.0,10115.0,,,3.0,0.0,2013-12-27
1984,Sarjana,Menikah,156693440.0,,0.0,34.0,8099.0,601563.0,10677.0,57918.0,0.0,1.0,9.0,,
1968,Sarjana,Menikah,101146844.0,1.0,1.0,23.0,4636.0,2622.0,33549.0,3455.0,4.0,5.0,0.0,0.0,
1977,SMA,Rencana Menikah,65930868.0,0.0,0.0,15.0,8096.0,4046.0,19820.0,7285.0,1.0,2.0,3.0,0.0,
1965,Sarjana,Cerai,86963000.0,1.0,1.0,25.0,0.0,18207.0,0.0,4046.0,0.0,1.0,4.0,0.0,2013-07-13
1955,Sarjana,Rencana Menikah,164384399.0,0.0,0.0,54.0,255390.0,1498007.0,89833.0,93140.0,0.0,1.0,8.0,0.0,
1955,Magister,Menikah,74017000.0,1.0,,57.0,0.0,18207.0,8092.0,10115.0,5.0,2.0,3.0,0.0,2014-04-02
1982,SMA,Menikah,70908000.0,1.0,0.0,7.0,14161.0,38437.0,32368.0,8092.0,1.0,2.0,5.0,0.0,
1962,Magister,Sendiri,,0.0,1.0,56.0,119357.0,165886.0,56644.0,0.0,,6.0,9.0,0.0,2012-10-21
1986,Sarjana,Sendiri,48190000.0,1.0,0.0,79.0,8092.0,4046.0,0.0,4046.0,2.0,0.0,3.0,0.0,2013-04-17
1955,SMP,Rencana Menikah,25892634.0,0.0,0.0,33.0,293.0,12431.0,,11991.0,0.0,0.0,4.0,0.0,
1950,Magister,Rencana Menikah,134049578.0,0.0,1.0,16.0,5179.0,99907.0,24599.0,863.0,3.0,10.0,7.0,0.0,
1963,Magister,Menikah,77465843.0,0.0,,35.0,33568.0,56941.0,46356.0,21999.0,4.0,0.0,2.0,0.0,
1953,Sarjana,Sendiri,163132400.0,0.0,0.0,48.0,40194.0,1147894.0,77292.0,137577.0,1.0,6.0,9.0,0.0,
1964,,Sendiri,85281245.0,1.0,1.0,9.0,3093.0,173735.0,37601.0,48311.0,7.0,6.0,5.0,0.0,
1976,SMP,Rencana Menikah,29222012.0,1.0,0.0,70.0,8651.0,28202.0,4205.0,,4.0,1.0,4.0,0.0,
1965,Sarjana,Rencana Menikah,110944724.0,0.0,1.0,87.0,3645.0,33189.0,4316.0,3505.0,4.0,5.0,3.0,0.0,
1967,Sarjana,,124707883.0,0.0,1.0,49.0,25360.0,496762.0,23252.0,32941.0,1.0,5.0,13.0,0.0,
1949,Magister,Menikah,135785486.0,0.0,1.0,66.0,67176.0,411565.0,17527.0,20508.0,2.0,11.0,5.0,0.0,
1959,Magister,Menikah,103218000.0,1.0,1.0,23.0,0.0,,0.0,10115.0,3.0,1.0,2.0,0.0,
1966,Magister,,141162900.0,0.0,1.0,62.0,40973.0,198619.0,37860.0,36456.0,1.0,1.0,10.0,0.0,
1957,Doktor,Sendiri,110066028.0,0.0,1.0,51.0,20238.0,101141.0,37269.0,11562.0,0.0,9.0,6.0,,
1973,Sarjana,Rencana Menikah,174340268.0,0.0,0.0,14.0,68415.0,1471529.0,74460.0,278148.0,0.0,7.0,8.0,0.0,
1961,Doktor,,113381000.0,,1.0,53.0,6069.0,111265.0,2023.0,10115.0,3.0,11.0,4.0,0.0,2013-01-16
1979,SMP,Rencana Menikah,31299484.0,1.0,0.0,48.0,3724.0,19171.0,13953.0,16940.0,1.0,3.0,,0.0,
1961,Sarjana,Sendiri,156789658.0,0.0,0.0,57.0,145624.0,822313.0,245874.0,73919.0,1.0,2.0,9.0,0.0,
1992,Sarjana,Sendiri,101079216.0,0.0,,87.0,30396.0,311141.0,6524.0,910.0,3.0,4.0,4.0,0.0,
1957,Sarjana,Rencana Menikah,110765000.0,0.0,1.0,67.0,38437.0,260967.0,22253.0,0.0,6.0,9.0,9.0,0.0,2013-09-10
1973,Magister,Menikah,74124000.0,1.0,0.0,12.0,,16184.0,0.0,0.0,2.0,0.0,2.0,0.0,2013-01-10
1973,Sarjana,Rencana Menikah,143772559.0,0.0,0.0,,117044.0,1367018.0,87319.0,87555.0,2.0,3.0,9.0,0.0,
1976,Sarjana,Menikah,90863000.0,0.0,1.0,19.0,0.0,206346.0,105196.0,12138.0,5.0,2.0,3.0,0.0,2012-09-13
1968,SMP,Sendiri,49041368.0,0.0,1.0,63.0,8424.0,20562.0,1207.0,0.0,2.0,3.0,2.0,0.0,
1957,Sarjana,Sendiri,33742926.0,0.0,0.0,79.0,8109.0,25610.0,8792.0,5398.0,3.0,,,0.0,
1964,Sarjana,Rencana Menikah,93796628.0,0.0,0.0,76.0,142192.0,398539.0,369498.0,241307.0,6.0,8.0,,0.0,
1979,Sarjana,Rencana Menikah,81978882.0,1.0,,45.0,4105.0,19436.0,11999.0,1368.0,3.0,2.0,1.0,0.0,
1945,,Sendiri,119319000.0,0.0,1.0,7.0,44506.0,262990.0,0.0,8092.0,6.0,6.0,,0.0,2013-01-05
1957,Sarjana,Rencana Menikah,173713979.0,0.0,0.0,5.0,58570.0,1201923.0,164201.0,262580.0,0.0,3.0,10.0,0.0,
1951,Magister,Rencana Menikah,135568438.0,0.0,1.0,79.0,7094.0,107458.0,8513.0,8092.0,3.0,4.0,5.0,0.0,
1962,Sarjana,Sendiri,152265512.0,0.0,0.0,21.0,116002.0,394871.0,115740.0,76068.0,2.0,9.0,4.0,0.0,
1991,Sarjana,Sendiri,201964000.0,,0.0,30.0,52598.0,1800470.0,501704.0,56644.0,3.0,9.0,7.0,0.0,2012-12-03
1956,,Menikah,36864000.0,0.0,0.0,71.0,2023.0,12138.0,56644.0,4046.0,,2.0,1.0,0.0,2012-12-27
1960,Doktor,Menikah,90720000.0,1.0,1.0,24.0,4046.0,16184.0,2023.0,4046.0,3.0,1.0,1.0,0.0,2014-01-21
1961,,Sendiri,107405293.0,1.0,1.0,60.0,13642.0,169310.0,7997.0,,8.0,4.0,5.0,0.0,
1960,Sarjana,Sendiri,166317156.0,0.0,0.0,84.0,118944.0,1943241.0,108115.0,168559.0,0.0,4.0,11.0,0.0,
1957,Sarjana,Sendiri,112185799.0,0.0,,65.0,,848559.0,273331.0,137141.0,2.0,8.0,,0.0,
1972,Magister,,78985307.0,1.0,0.0,4.0,7061.0,36184.0,1412.0,0.0,2.0,3.0,1.0,0.0,
1962,Sarjana,Rencana Menikah,155147592.0,0.0,0.0,50.0,170383.0,792225.0,392708.0,156311.0,2.0,3.0,8.0,0.0,
1984,Sarjana,Rencana Menikah,140163760.0,0.0,0.0,15.0,34662.0,919535.0,270758.0,74908.0,1.0,3.0,7.0,0.0,
1979,Sarjana,Menikah,77804010.0,0.0,0.0,17.0,10015.0,36578.0,15550.0,7379.0,1.0,2.0,3.0,0.0,
1976,Doktor,Menikah,143555000.0,0.0,1.0,40.0,123403.0,262990.0,0.0,44506.0,3.0,5.0,12.0,0.0,2014-06-13
1955,SMA,Menikah,166588731.0,0.0,0.0,44.0,88410.0,,346570.0,242268.0,0.0,8.0,10.0,0.0,
1951,SMA,Menikah,134053667.0,0.0,0.0,6.0,144855.0,469698.0,36132.0,70848.0,0.0,9.0,7.0,0.0,
1964,,Sendiri,67815000.0,0.0,,61.0,2023.0,50575.0,16184.0,6069.0,2.0,0.0,2.0,0.0,2013-01-20
1983,Sarjana,Sendiri,161299104.0,0.0,0.0,,132700.0,380646.0,330634.0,64486.0,3.0,3.0,7.0,0.0,
1968,Magister,,125119623.0,0.0,1.0,25.0,87478.0,601464.0,108687.0,96536.0,,7.0,6.0,0.0,
1958,Sarjana,Rencana Menikah,62137181.0,1.0,0.0,40.0,127.0,14001.0,159.0,2245.0,0.0,0.0,2.0,0.0,
1960,Doktor,Rencana Menikah,147871000.0,0.0,0.0,83.0,24276.0,793016.0,141610.0,0.0,2.0,4.0,3.0,0.0,2014-01-29
1982,,Menikah,51870338.0,1.0,0.0,26.0,4046.0,90366.0,23087.0,10698.0,1.0,0.0,2.0,0.0,
1971,Magister,,117614259.0,0.0,1.0,60.0,13931.0,113202.0,39448.0,33446.0,1.0,3.0,10.0,0.0,
1960,Magister,Sendiri,144925000.0,0.0,0.0,100.0,82943.0,916419.0,109242.0,107219.0,1.0,6.0,10.0,0.0,2013-04-13
1959,Sarjana,Rencana Menikah,121956618.0,0.0,1.0,28.0,,356116.0,35674.0,48049.0,6.0,,11.0,0.0,
1967,Sarjana,Rencana Menikah,132878893.0,0.0,,1.0,166655.0,1033405.0,39042.0,19919.0,3.0,3.0,7.0,0.0,
1960,Doktor,Sendiri,103207934.0,1.0,1.0,26.0,41.0,7804.0,10279.0,0.0,0.0,0.0,1.0,0.0,
1967,Sarjana,Menikah,121892471.0,0.0,1.0,60.0,64050.0,327601.0,,,3.0,5.0,7.0,0.0,
1962,Sarjana,Menikah,64631665.0,0.0,0.0,62.0,12399.0,195477.0,81386.0,22728.0,3.0,4.0,3.0,0.0,
1974,Sarjana,Menikah,49310105.0,1.0,0.0,69.0,4135.0,12425.0,19605.0,19317.0,1.0,3.0,2.0,0.0,
1967,Doktor,Cerai,,0.0,2.0,44.0,,436968.0,22253.0,0.0,5.0,13.0,12.0,0.0,2013-05-19
1968,Magister,Sendiri,147235000.0,0.0,0.0,22.0,109242.0,1701343.0,194208.0,68782.0,3.0,3.0,8.0,0.0,2013-01-30
1955,Sarjana,Rencana Menikah,148758912.0,0.0,0.0,42.0,200596.0,941455.0,331361.0,293877.0,1.0,,9.0,0.0,
1967,Doktor,Menikah,109556000.0,0.0,1.0,11.0,103173.0,349979.0,232645.0,159817.0,4.0,8.0,10.0,0.0,2013-04-09
1974,Magister,Menikah,179623000.0,0.0,0.0,26.0,374255.0,1604239.0,214438.0,339864.0,0.0,8.0,4.0,0.0,2012-12-12
1968,Magister,Rencana Menikah,121397815.0,0.0,1.0,43.0,23592.0,634159.0,31704.0,40486.0,5.0,9.0,6.0,0.0,
1968,Magister,Sendiri,156170005.0,0.0,0.0,81.0,133929.0,846361.0,217221.0,12145.0,1.0,3.0,9.0,0.0,
1979,Sarjana,Menikah,168914226.0,0.0,0.0,59.0,62670.0,948813.0,163407.0,221726.0,1.0,5.0,7.0,0.0,
1946,Magister,Menikah,163596000.0,0.0,0.0,,277151.0,1357433.0,48552.0,70805.0,,4.0,9.0,0.0,2014-02-27
1971,Sarjana,Sendiri,61796756.0,,0.0,82.0,18412.0,36986.0,15199.0,21474.0,,3.0,4.0,0.0,
1975,SMA,Menikah,52866543.0,1.0,0.0,9.0,4046.0,37660.0,23980.0,2658.0,1.0,0.0,2.0,0.0,
1970,Sarjana,Menikah,37399727.0,0.0,,73.0,18112.0,32825.0,39404.0,1747.0,2.0,,2.0,0.0,
1994,Sarjana,Sendiri,101046000.0,0.0,0.0,91.0,32368.0,325703.0,6069.0,,3.0,5.0,5.0,0.0,2012-09-07
1972,Sarjana,Cerai,88687957.0,0.0,0.0,91.0,190.0,50337.0,14427.0,3358.0,2.0,1.0,3.0,0.0,
1991,SMA,Sendiri,104913638.0,1.0,0.0,31.0,68503.0,446334.0,62632.0,70461.0,7.0,7.0,3.0,0.0,
1956,Magister,Rencana Menikah,117227688.0,0.0,1.0,69.0,3246.0,129372.0,2446.0,22391.0,1.0,4.0,11.0,0.0,
1951,Doktor,Menikah,112200483.0,1.0,1.0,,0.0,206512.0,1967.0,21859.0,3.0,11.0,4.0,0.0,
1949,Sarjana,Rencana Menikah,164262105.0,0.0,0.0,62.0,226883.0,1524478.0,42321.0,88388.0,0.0,1.0,8.0,0.0,
1973,Sarjana,Rencana Menikah,131433532.0,0.0,1.0,53.0,13239.0,241032.0,30069.0,46073.0,5.0,5.0,11.0,0.0,
1967,Sarjana,Sendiri,70700455.0,0.0,1.0,8.0,58450.0,112881.0,18279.0,8805.0,6.0,7.0,4.0,0.0,
1972,Magister,Menikah,110700346.0,1.0,1.0,4.0,19112.0,271043.0,22935.0,9556.0,9.0,5.0,7.0,0.0,
1973,Sarjana,Sendiri,79174564.0,1.0,0.0,87.0,12017.0,49939.0,20161.0,0.0,1.0,5.0,3.0,0.0,
1993,SMP,Sendiri,30510000.0,1.0,0.0,8.0,6069.0,0.0,26299.0,0.0,4.0,0.0,3.0,0.0,2013-10-27
1966,Sarjana,Menikah,84851000.0,1.0,1.0,100.0,0.0,12138.0,4046.0,0.0,1.0,0.0,2.0,0.0,2014-03-24
1974,SMA,Rencana Menikah,72884677.0,0.0,1.0,9.0,662.0,23365.0,5282.0,1857.0,0.0,0.0,2.0,0.0,
1967,,Sendiri,96649749.0,1.0,1.0,50.0,,43529.0,0.0,2218.0,3.0,0.0,0.0,0.0,
1980,SMP,,40415000.0,1.0,0.0,69.0,4046.0,14161.0,22253.0,26299.0,2.0,5.0,,0.0,2012-12-19
1968,Sarjana,Rencana Menikah,151493178.0,0.0,0.0,11.0,103926.0,1333538.0,427057.0,189694.0,1.0,4.0,4.0,0.0,
1953,SMA,Menikah,194195426.0,,0.0,5.0,48552.0,1167323.0,112858.0,76507.0,0.0,4.0,6.0,0.0,
1982,Sarjana,Rencana Menikah,77543733.0,0.0,0.0,12.0,5559.0,77312.0,26825.0,27234.0,1.0,4.0,,0.0,
1988,Magister,Menikah,39487307.0,2.0,,53.0,8231.0,15269.0,15796.0,13052.0,,5.0,4.0,0.0,
1971,Sarjana,Rencana Menikah,52778365.0,1.0,0.0,8.0,17471.0,,24470.0,2985.0,0.0,3.0,4.0,0.0,
1966,Sarjana,Menikah,146252791.0,0.0,0.0,53.0,58565.0,1199072.0,,138971.0,0.0,11.0,8.0,0.0,
1968,Sarjana,Cerai,,1.0,0.0,87.0,24276.0,36414.0,10115.0,,2.0,3.0,2.0,0.0,2012-10-26
1957,Sarjana,Rencana Menikah,181064657.0,0.0,1.0,102.0,68012.0,666959.0,64505.0,28970.0,3.0,0.0,6.0,,
1973,Magister,Cerai,112588197.0,1.0,0.0,9.0,6798.0,152747.0,5339.0,4775.0,1.0,4.0,5.0,0.0,
1974,Sarjana,Sendiri,83183955.0,1.0,0.0,24.0,14824.0,97793.0,15508.0,21577.0,2.0,4.0,3.0,0.0,
1988,,Menikah,46154000.0,1.0,0.0,39.0,18207.0,18207.0,2023.0,0.0,3.0,2.0,1.0,0.0,2012-10-21
1967,Magister,Sendiri,140436460.0,0.0,0.0,34.0,42505.0,1028672.0,34855.0,68693.0,3.0,2.0,4.0,0.0,
1971,Sarjana,,,0.0,1.0,88.0,184598.0,1331639.0,72952.0,195401.0,7.0,2.0,,0.0,
1946,Magister,Rencana Menikah,117406604.0,0.0,0.0,72.0,11113.0,195350.0,5459.0,25202.0,1.0,7.0,8.0,0.0,
1986,Sarjana,Rencana Menikah,136872791.0,0.0,0.0,41.0,24083.0,713080.0,66469.0,150919.0,,8.0,10.0,0.0,
1980,SMP,Rencana Menikah,49302000.0,1.0,0.0,,6069.0,18207.0,,10115.0,1.0,0.0,5.0,0.0,2013-12-09
1970,Doktor,Menikah,64596000.0,1.0,0.0,39.0,,285243.0,0.0,20230.0,2.0,9.0,5.0,0.0,2013-01-18
1967,Sarjana,Rencana Menikah,147948985.0,0.0,0.0,8.0,62568.0,272529.0,18782.0,,1.0,4.0,11.0,0.0,
1970,SMA,Menikah,132040227.0,0.0,,20.0,68048.0,432484.0,29325.0,63446.0,3.0,5.0,11.0,0.0,
1955,Sarjana,Sendiri,73037000.0,0.0,1.0,47.0,16184.0,82943.0,32368.0,0.0,5.0,2.0,5.0,0.0,2012-08-15
1959,Sarjana,,164733000.0,0.0,0.0,58.0,68782.0,991270.0,125426.0,214438.0,0.0,6.0,12.0,0.0,2013-02-07
